STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	SceneID	DialogID	GetItems	LostItems	TrackInfo	OkMenu	TaskID
9001	ItemNpc02002	9	dialog_50002_1			interact50002_1	okmenu50002_1	
9002	ItemNpc02003	9	dialog_50002_2			interact50002_2	okmenu50002_2	
9003	ItemNpc02004	9	dialog_50002_3			interact50002_3	okmenu50002_3	
9004	WorldNpc02208	9	dialog_50009_1			interact50009_1	okmenu50009_1	
9005	ItemNpc02005	9	dialog_50012_1			interact50012_1	okmenu50012_1	
9006	WorldNpc02245	9	dialog_50017_1			interact50017_1	okmenu50017_1	
9007	WorldNpc02208	9	dialog_50039_1	taskitem_14h-1		interact50039_1	okmenu50039_1	
9008	WorldNpc02201	9	dialog_50039_2		taskitem_14h-1	interact50039_2	okmenu50039_2	
9009	WorldNpc02201	9	dialog_50049_1			interact50049_1	okmenu50049_1	
9010	WorldNpc02236	9	dialog_50053_1		taskitem_25h-1	interact50053_1	okmenu50053_1	
9011	WorldNpc02244	9	dialog_50061_1			interact50061_1	okmenu50061_1	
9012	WorldNpc02241	9	dialog_50066_1			interact50066_1	okmenu50066_1	
9013	WorldNpc02201	9	dialog_50072_1			interact50072_1	okmenu50072_1	
9014	WorldNpc02210	9	dialog_50077_1			interact50077_1	okmenu50077_1	
9015	WorldNpc02240	9	dialog_50081_1			interact50081_1		
9016	WorldNpc02236	9	dialog_50081_2			interact50081_2		
9017	WorldNpc02230	9	dialog_50117			interact50117_1	okmenu50117_1	
9018	WorldNpc02205	9	dialog_50125_1			interact50125_1	okmenu50125_1	
9020	WorldNpc02206	9	dialog_50125_2			interact50125_2	okmenu50125_2	
9022	WorldNpc02207	9	dialog_50125_3			interact50125_3	okmenu50125_3	
9025	WorldNpc02230	9	dialog_50133_1			interact50133_1	okmenu50133_1	
9026	WorldNpc02205	9	dialog_50139_1			interact50139_1	okmenu50139_1	
9028	WorldNpc02207	9	dialog_50139_2			interact50139_2	okmenu50139_2	
9031	WorldNpc02210	9	dialog_50152_1			interact50152_1	okmenu50152_1	
9032	WorldNpc02238	9	dialog_50152_2			interact50152_2	okmenu50152_2	
9033	WorldNpc02238	9	dialog_50154			interact50154_1	okmenu50154_1	
9034	WorldNpc02210	9	dialog_50174_1			interact50174_1	okmenu50174_1	
9035	WorldNpc02209	9	dialog_50174_2		taskitem_33d-1	interact50174_2	okmenu50174_2	
9036	WorldNpc02210	9	dialog_50174_3			interact50174_3	okmenu50174_3	
9037	WorldNpc02238	9	dialog_50175			interact50175_1	okmenu50175_1	
9038	WorldNpc09809	17	dialog_50184			interact50184_1	okmenu50184_1	
9039	WorldNpc02209	9	dialog_50191			interact50191_1	okmenu50191_1	
9040	WorldNpc00036	1	dialog_50215_1	taskitem_11e-1		interact50215_1	okmenu50215_1	
9041	WorldNpc00044	1	dialog_50215_2		taskitem_11e-1	interact50215_2	okmenu50215_2	
9042	WorldNpc00037	1	dialog_50227			interact50227_1	okmenu50227_1	
9043	WorldNpc02201	9	dialog_50236		taskitem_17e-1	interact50236_1	okmenu50236_1	
9044	WorldNpc02201	9	dialog_50237	taskitem_17e-1		interact50237_1	okmenu50237_1	
9045	WorldNpc02208	9	dialog_50243			interact50243_1	okmenu50243_1	
9046	WorldNpc02203	9	dialog_50256			interact50256_1	okmenu50256_1	
9049	WorldNpc02203	9	dialog_50265			interact50265_1	okmenu50265_1	
9050	WorldNpc02211	9	dialog_50269			interact50269_1	okmenu50269_1	
