STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	SceneID	DialogID	GetItems	LostItems	TrackInfo	OkMenu	TaskID
8001	WorldNpc03826	8	dialog_48001_1			interact48001_1	okmenu48001_1	
8002	WorldNpc03810	8	dialog_48002_2			interact48002_1	okmenu48002_1	
8003	WorldNpc03810	8	dialog_48008_2			interact48008_2	okmenu48008_2	
8004	WorldNpc03855	8	dialog_48009_1			interact48009_1	okmenu48009_1	
8005	WorldNpc03826	8	dialog_48012_1			interact48012_1	okmenu48012_1	
8006	WorldNpc03856	8	dialog_48018_1			interact48018_1	okmenu48018_1	
8007	WorldNpc03810	8	dialog_48019_1			interact48019_1	okmenu48019_1	
8008	WorldNpc03857	8	dialog_48021_1			interact48021_1	okmenu48021_1	
8009	WorldNpc03826	8	dialog_48030_2			interact48030_2	okmenu48030_2	
8010	WorldNpc03820	8	dialog_48002_1			interact48002_2	okmenu48002_2	
8011	WorldNpc03820	8	dialog_48008_1		taskitem_3y-1	interact48008_1	okmenu48008_1	
8012	WorldNpc03816	8	dialog_48043_1		taskitem_11y-1	interact48043_1	okmenu48043_1	
8013	WorldNpc03809	8	dialog_48043_2			interact48043_2	okmenu48043_2	
8014	WorldNpc03816	8	dialog_48047_1			interact48047_1	okmenu48047_1	
8015	WorldNpc03812	8	dialog_48047_2			interact48047_2	okmenu48047_2	
8016	WorldNpc03809	8	dialog_48047_3			interact48047_3	okmenu48047_3	
8017	WorldNpc03836	8	dialog_48059_1			interact48059_1	okmenu48059_1	
8018	WorldNpc03928	8	dialog_48059_2			interact48059_2	okmenu48059_2	
8020	WorldNpc03928	8	dialog_48072_1			interact48072_1	okmenu48072_1	
8021	WorldNpc03822	8	dialog_48076_1			interact48076_1	okmenu48076_1	
8022	WorldNpc03816	8	dialog_48080_1		taskitem_15y-1,taskitem_19y-1	interact48080_1	okmenu48080_1	
8023	WorldNpc03812	8	dialog_48080_2			interact48080_2	okmenu48080_2	
8024	WorldNpc03809	8	dialog_48081_1			interact48081_1	okmenu48081_1	
8025	WorldNpc03816	8	dialog_48081_2			interact48081_2	okmenu48081_2	
8026	WorldNpc03840	8	dialog_48134_1			interact48134_1	okmenu48134_1	
8027	WorldNpc03930	8	dialog_48089_1			interact48089_1	okmenu48089_1	
8028	WorldNpc03820	8	dialog_48089_2			interact48089_2	okmenu48089_2	
8029	WorldNpc03930	8	dialog_48091_1			interact48091_1	okmenu48091_1	
8030	WorldNpc05102	24	dialog_48091_2			interact48091_2	okmenu48091_2	
8031	WorldNpc05104	24	dialog_48097_1			interact48097_1	okmenu48097_1	
8032	WorldNpc05102	24	dialog_48099_1			interact48099_1	okmenu48099_1	
8033	WorldNpc05105	24	dialog_48099_2			interact48099_2	okmenu48099_2	
8034	WorldNpc05103	24	dialog_48108_1			interact48108_1	okmenu48108_1	
8035	WorldNpc05105	24	dialog_48108_2			interact48108_2	okmenu48108_2	
8036	WorldNpc05103	24	dialog_48113_1			interact48113_1	okmenu48113_1	
8037	WorldNpc05106	24	dialog_48117_1			interact48117_1	okmenu48117_1	
8038	WorldNpc05103	24	dialog_48117_2			interact48117_2	okmenu48117_2	
8039	WorldNpc05107	24	dialog_48120_1			interact48120_1	okmenu48120_1	
8040	WorldNpc04004	8	dialog_48183_1			interact48183_1	okmenu48183_1	
8041	WorldNpc04002	8	dialog_48185_1			interact48185_1	okmenu48185_1	
8042	WorldNpc04024	8	dialog_48189_1			interact48189_1	okmenu48189_1	
8043	WorldNpc04013	8	dialog_48192_1			interact48192_1	okmenu48192_1	
8044	WorldNpc04057	8	dialog_48192_2			interact48192_2	okmenu48192_2	
8045	WorldNpc03808	8	dialog_48198_1			interact48198_1	okmenu48198_1	
8046	WorldNpc04059	8	dialog_48201_1			interact48201_1	okmenu48201_1	
8047	WorldNpc04004	8	dialog_48201_2			interact48201_2	okmenu48201_2	
8048	WorldNpc04086	8	dialog_48207_1			interact48207_1	okmenu48207_1	
8049	WorldNpc04008	8	dialog_48210_1			interact48210_1	okmenu48210_1	
8050	WorldNpc04009	8	dialog_48212_1			interact48212_1	okmenu48212_1	
8051	WorldNpc03808	8	dialog_48219_1			interact48219_1	okmenu48219_1	
