STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel
38001	不知去向的书		s160101	4	WorldNpc00212	WorldNpc00212	12	12			41	38003									title_38001	context_38001	context_38001,menu_38001	complete_38001	uncom_38001	target_38001	task_TrackInfo_38001	next_38001	CanAcceptMenu_38001	UncompleteMenu_38001	CompleteMenu_38001					1	0	0				
38003	不知去向的书		s160101	4	WorldNpc00212	WorldNpc00212	12	12			38001	38004			38003						title_38003	context_38003	context_38003,menu_38003	complete_38003	uncom_38003	target_38003	task_TrackInfo_38003	next_38003	CanAcceptMenu_38003	UncompleteMenu_38003	CompleteMenu_38003					1	0	0				
38004	不知去向的书		s160101	4	WorldNpc00212	WorldNpc00212	12	12			38003	38006									title_38004	context_38004	context_38004,menu_38004	complete_38004	uncom_38004	target_38004	task_TrackInfo_38004	next_38004	CanAcceptMenu_38004	UncompleteMenu_38004	CompleteMenu_38004					1	0	0				
38006	不知去向的书		s160101	4	WorldNpc00212	WorldNpc00212	12	12			38004	38008			38006	3001,3002					title_38006	context_38006	context_38006,menu_38006	complete_38006	uncom_38006	target_38006	task_TrackInfo_38006	next_38006	CanAcceptMenu_38006	UncompleteMenu_38006	CompleteMenu_38006					1	0	0				
38008	（精英）不知去向的书		s160101	4	WorldNpc00212	WorldNpc00212	12	12			38006	38009									title_38008	context_38008	context_38008,menu_38008	complete_38008	uncom_38008	target_38008	task_TrackInfo_38008	next_38008	CanAcceptMenu_38008	UncompleteMenu_38008	CompleteMenu_38008											
38009	不知去向的书		s160101	4	WorldNpc00212	WorldNpc00365	12	12			38008	38010			38009						title_38009	context_38009	context_38009,menu_38009	complete_38009	uncom_38009	target_38009	task_TrackInfo_38009	next_38009	CanAcceptMenu_38009	UncompleteMenu_38009	CompleteMenu_38009					1	0	0				
38010	不知去向的书		s160101	4	WorldNpc00365	WorldNpc00212	12	12			38009	38011				3004					title_38010	context_38010	context_38010,menu_38010	complete_38010	uncom_38010	target_38010	task_TrackInfo_38010	next_38010	CanAcceptMenu_38010	UncompleteMenu_38010	CompleteMenu_38010					1	0	0				
38011	不知去向的书		s160101	4	WorldNpc00212	WorldNpc00212	12	12			38010	38012									title_38011	context_38011	context_38011,menu_38011	complete_38011	uncom_38011	target_38011	task_TrackInfo_38011	next_38011	CanAcceptMenu_38011	UncompleteMenu_38011	CompleteMenu_38011											
38012	不知去向的书		s160101	4	WorldNpc00212	WorldNpc00212	12	12			38011	38014									title_38012	context_38012	context_38012,menu_38012	complete_38012	uncom_38012	target_38012	task_TrackInfo_38012	next_38012	CanAcceptMenu_38012	UncompleteMenu_38012	CompleteMenu_38012					1	0	0				
