STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel
42001	请降疑云			4	FunnpcClone017002	WorldNpc04115	5	5				42004									title_42001	context_42001	context_42001,menu_42001	complete_42001	uncom_42001	target_42001	task_TrackInfo_42001	next_42001	CanAcceptMenu_42001	UncompleteMenu_42001	CompleteMenu_42001					1	0	0	0	0		
42004	请降疑云			4	WorldNpc04115	WorldNpc04115	5	5			42001	42005									title_42004	context_42004	context_42004,menu_42004	complete_42004	uncom_42004	target_42004	task_TrackInfo_42004	next_42004	CanAcceptMenu_42004	UncompleteMenu_42004	CompleteMenu_42004					1	0	0	0	0		
42005	请降疑云			4	WorldNpc04115	WorldNpc04115	5	5			42004	42006									title_42005	context_42005	context_42005,menu_42005	complete_42005	uncom_42005	target_42005	task_TrackInfo_42005	next_42005	CanAcceptMenu_42005	UncompleteMenu_42005	CompleteMenu_42005					1	0	0	0	0		
42006	请降疑云			4	WorldNpc04115	WorldNpc04115	5	5			42005	42007				8001					title_42006	context_42006	context_42006,menu_42006	complete_42006	uncom_42006	target_42006	task_TrackInfo_42006	next_42006	CanAcceptMenu_42006	UncompleteMenu_42006	CompleteMenu_42006					1	0	0	0	0		
42007	请降疑云			4	WorldNpc04115	WorldNpc04109	5	5			42006	42009									title_42007	context_42007	context_42007,menu_42007	complete_42007	uncom_42007	target_42007	task_TrackInfo_42007	next_42007	CanAcceptMenu_42007	UncompleteMenu_42007	CompleteMenu_42007					1	0	0	0	0		
42009	请降疑云			4	WorldNpc04109	WorldNpc04108	5	5			42007	42011									title_42009	context_42009	context_42009,menu_42009	complete_42009	uncom_42009	target_42009	task_TrackInfo_42009	next_42009	CanAcceptMenu_42009	UncompleteMenu_42009	CompleteMenu_42009					1	0	0	0	0		
42011	请降疑云			4	WorldNpc04108	FunnpcClone017002	5	5			42009	42013				8004					title_42011	context_42011	context_42011,menu_42011	complete_42011	uncom_42011	target_42011	task_TrackInfo_42011	next_42011	CanAcceptMenu_42011	UncompleteMenu_42011	CompleteMenu_42011					1	0	0	0	0		
42013	疯癫王颠			4	FunnpcClone017002	WorldNpc04108	5	5			42011	42017									title_42013	context_42013	context_42013,menu_42013	complete_42013	uncom_42013	target_42013	task_TrackInfo_42013	next_42013	CanAcceptMenu_42013	UncompleteMenu_42013	CompleteMenu_42013					1	0	0	0	0		
42017	疯癫王颠			4	WorldNpc04108	WorldNpc04111	5	5			42013	42018									title_42017	context_42017	context_42017,menu_42017	complete_42017	uncom_42017	target_42017	task_TrackInfo_42017	next_42017	CanAcceptMenu_42017	UncompleteMenu_42017	CompleteMenu_42017					1	0	0	0	0		
