STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel
50001	罪恶滔天	【1/12】	s130101	4	WorldNpc02201	WorldNpc02228	9	9			46	50002									title_50001	context_50001	context_50001,menu_50001	complete_50001	uncom_50001	target_50001	task_TrackInfo_50001	next_50001	CanAcceptMenu_50001	UncompleteMenu_50001	CompleteMenu_50001					1	0	0				
50002	罪恶滔天	【2/12】	s130101	4	WorldNpc02228	WorldNpc02228	9	9			50001	50003									title_50002	context_50002	context_50002,menu_50002	complete_50002	uncom_50002	target_50002	task_TrackInfo_50002	next_50002	CanAcceptMenu_50002	UncompleteMenu_50002	CompleteMenu_50002					1	0	0				
50003	罪恶滔天	【3/12】	s130101	4	WorldNpc02228	WorldNpc02203	9	9			50002	50004				5001,5002,5003,5004					title_50003	context_50003	context_50003,menu_50003	complete_50003	uncom_50003	target_50003	task_TrackInfo_50003	next_50003	CanAcceptMenu_50003	UncompleteMenu_50003	CompleteMenu_50003					1	0	0				
50004	罪恶滔天	【4/12】	s130101	4	WorldNpc02203	WorldNpc02201	9	9			50003	50005									title_50004	context_50004	context_50004,menu_50004	complete_50004	uncom_50004	target_50004	task_TrackInfo_50004	next_50004	CanAcceptMenu_50004	UncompleteMenu_50004	CompleteMenu_50004					1	0	0				
50005	罪恶滔天	【5/12】	s130101	4	WorldNpc02201	WorldNpc02239	9	9			50004	50008									title_50005	context_50005	context_50005,menu_50005	complete_50005	uncom_50005	target_50005	task_TrackInfo_50005	next_50005	CanAcceptMenu_50005	UncompleteMenu_50005	CompleteMenu_50005					1	0	0				
50008	罪恶滔天	【8/12】	s130101	4	WorldNpc02239	WorldNpc02201	9	9			50005	50009									title_50008	context_50008	context_50008,menu_50008	complete_50008	uncom_50008	target_50008	task_TrackInfo_50008	next_50008	CanAcceptMenu_50008	UncompleteMenu_50008	CompleteMenu_50008					1	0	0				
50009	罪恶滔天	【9/12】	s130101	4	WorldNpc02201	WorldNpc02201	9	9			50008	50010									title_50009	context_50009	context_50009,menu_50009	complete_50009	uncom_50009	target_50009	task_TrackInfo_50009	next_50009	CanAcceptMenu_50009	UncompleteMenu_50009	CompleteMenu_50009					1	0	0				
50010	罪恶滔天	【10/12】	s130101	4	WorldNpc02201	WorldNpc02201	9	9			50009	50011									title_50010	context_50010	context_50010,menu_50010	complete_50010	uncom_50010	target_50010	task_TrackInfo_50010	next_50010	CanAcceptMenu_50010	UncompleteMenu_50010	CompleteMenu_50010					1	0	0				
50011	罪恶滔天	【11/12】	s130101	4	WorldNpc02201	WorldNpc02245	9	9			50010	50012									title_50011	context_50011	context_50011,menu_50011	complete_50011	uncom_50011	target_50011	task_TrackInfo_50011	next_50011	CanAcceptMenu_50011	UncompleteMenu_50011	CompleteMenu_50011					1	0	0				
50012	罪恶滔天	【12/12】	s130101	4	WorldNpc02245	WorldNpc02245	9	9			50011	50013									title_50012	context_50012	context_50012,menu_50012	complete_50012	uncom_50012	target_50012	task_TrackInfo_50012	next_50012	CanAcceptMenu_50012	UncompleteMenu_50012	CompleteMenu_50012					1	0	0				
50013	蛇鼠一窝	【1/12】	s130102	4	WorldNpc02245	WorldNpc02246	9	9			50012	50015									title_50013	context_50013	context_50013,menu_50013	complete_50013	uncom_50013	target_50013	task_TrackInfo_50013	next_50013	CanAcceptMenu_50013	UncompleteMenu_50013	CompleteMenu_50013					1	0	0				
50015	蛇鼠一窝	【3/12】	s130102	4	WorldNpc02246	WorldNpc02247	9	9			50013	50017									title_50015	context_50015	context_50015,menu_50015	complete_50015	uncom_50015	target_50015	task_TrackInfo_50015	next_50015	CanAcceptMenu_50015	UncompleteMenu_50015	CompleteMenu_50015					1	0	0				
50017	（精英）蛇鼠一窝	【5/12】	s130102	4	WorldNpc02247	WorldNpc02248	9	9			50015	50019									title_50017	context_50017	context_50017,menu_50017	complete_50017	uncom_50017	target_50017	task_TrackInfo_50017	next_50017	CanAcceptMenu_50017	UncompleteMenu_50017	CompleteMenu_50017					1	0	0				
50019	蛇鼠一窝	【7/12】	s130102	4	WorldNpc02248	WorldNpc02248	9	9			50017	50020									title_50019	context_50019	context_50019,menu_50019	complete_50019	uncom_50019	target_50019	task_TrackInfo_50019	next_50019	CanAcceptMenu_50019	UncompleteMenu_50019	CompleteMenu_50019					1	0	0				
50020	（精英）蛇鼠一窝	【8/12】	s130102	4	WorldNpc02248	WorldNpc02246	9	9			50019	50022									title_50020	context_50020	context_50020,menu_50020	complete_50020	uncom_50020	target_50020	task_TrackInfo_50020	next_50020	CanAcceptMenu_50020	UncompleteMenu_50020	CompleteMenu_50020					1	0	0				
50022	蛇鼠一窝	【10/12】	s130102	4	WorldNpc02246	WorldNpc02201	9	9			50020	50024									title_50022	context_50022	context_50022,menu_50022	complete_50022	uncom_50022	target_50022	task_TrackInfo_50022	next_50022	CanAcceptMenu_50022	UncompleteMenu_50022	CompleteMenu_50022					1	0	0				
50024	蛇鼠一窝	【12/12】	s130102	4	WorldNpc02201	WorldNpc02245	9	9			50022	50025									title_50024	context_50024	context_50024,menu_50024	complete_50024	uncom_50024	target_50024	task_TrackInfo_50024	next_50024	CanAcceptMenu_50024	UncompleteMenu_50024	CompleteMenu_50024					1	0	0				
50025	风云再起	【1/12】	s130103	4	WorldNpc02245	WorldNpc02247	9	9			50024	50027									title_50025	context_50025	context_50025,menu_50025	complete_50025	uncom_50025	target_50025	task_TrackInfo_50025	next_50025	CanAcceptMenu_50025	UncompleteMenu_50025	CompleteMenu_50025					1	0	0				
50027	（精英）风云再起	【3/12】	s130103	4	WorldNpc02247	WorldNpc02247	9	9			50025	50030									title_50027	context_50027	context_50027,menu_50027	complete_50027	uncom_50027	target_50027	task_TrackInfo_50027	next_50027	CanAcceptMenu_50027	UncompleteMenu_50027	CompleteMenu_50027					1	0	0				
50030	风云再起	【6/12】	s130103	4	WorldNpc02247	WorldNpc02250	9	9			50027	50033									title_50030	context_50030	context_50030,menu_50030	complete_50030	uncom_50030	target_50030	task_TrackInfo_50030	next_50030	CanAcceptMenu_50030	UncompleteMenu_50030	CompleteMenu_50030					1	0	0				
