STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING																														
ID	NpcId	Count	RefreshMonster	TrackInfo	SceneID	HideAccept	IsNeedCreator	IsQieCuo	QiecuoTitle	QiecuoMenu	TaskID																														
12001	WorldNpc00462	1		hunter38001	12			1																																	
12002	WorldNpc00359	1		hunter38022	12			1																																	
12003	WorldNpc00360	1		hunter38029	12			1																																	
12004	WorldNpc00361	1		hunter38032	12			1																																	
12005	WorldNpc00331	1		hunter38061	12			1																																	
12006	monrm081500	3	3006,3007,3008	hunter38066	12																																				
12007	monrm081000	1		hunter38070	12		1																																		
12008	monrm081200	1		hunter38076	12		1																																		
12009	monrm081100	1		hunter38079	12		1																																		
12010	WorldNpc00361	1		hunter38092_1	12			1																																	
12011	monrm081400	2		hunter38092_2	12		1																																		
12012	bossm080200	1		hunter38101	12																																				
12013	WorldNpc00201	1		hunter38116	12			1																																	
12014	WorldNpc00272	1		hunter38124	12			1																																	
12015	WorldNpc00375	1		hunter38125	12			1																																	
12016	WorldNpc00374	1		hunter38129	12			1																																	
12017	monm081300	8		hunter38136	12																																				
12018	WorldNpc00206	1		hunter38149	12			1																																	
12019	WorldNpc00208	1		hunter38166	12			1																																	
12020	WorldNpc00206	1		hunter38170	12			1																																	
12021	monf030100	8		hunter38174	20																																				
12022	WorldNpc06609	1		hunter38179	20			1																																	
12023	monf031100	8		hunter38183	20																																				
12024	WorldNpc06609	1		hunter38187	20			1																																	
12025	WorldNpc10001	1		hunter38202	16			1																																	
12026	WorldNpc10003	1		hunter38207	16			1																																	
12027	WorldNpc10005	1		hunter38213	16			1																																	
12028	WorldNpc10007	1		hunter38217	16			1																																	
12029	WorldNpc10009	1		hunter38224	16			1																																	
12030	monc042100	8		hunter38232	16																																				
12031	WorldNpc10019	1		hunter38238	16			1																																	
12032	monm081600	8		hunter38241	12																																				
12033	WorldNpc00480	1		hunter38244	12			1																																	
12034	WorldNpc00480	1		hunter38250	12			1																																	
12035	monm081400	6		hunter38258	12																																				
12036	monrm081600	3		hunter38261	12		1																																		
12037	monrv021900	3		hunter38267	2		1																																		
12038	monv022500	8		hunter38268	2																																				
12039	bossv020200	1		hunter38270	2																																				
12040	WorldNpc09303	1		hunter38286	2			1																																	
12041	WorldNpc00377	1		hunter38293	12			1																																	
12042	monm050400	8		hunter38315	9																																				
12043	WorldNpc01392	1		hunter38321	14			1																																	
12044	WorldNpc01308	1		hunter38310	14			1																																	
12045	monc012100	5		hunter38329	14																																				
12046	WorldNpc08913	1		hunter38338	13			1																																	
12047	WorldNpc08914	1		hunter38344	13			1																																	
12048	WorldNpc08925	1		hunter38348	13			1																																	
12049	WorldNpc08926	1		hunter38349	13			1																																	
12050	WorldNpc08924	1		hunter38356	13			1																																	
12051	WorldNpc08920	1		hunter38364	13			1																																	
12052	monc020600	8		hunter38368	13																																				
12053	WorldNpc08927	1		hunter38370	13			1																																	
12054	monrc024000	1		hunter38374_1	13		1																																		
12055	WorldNpc08923	1		hunter38378	13			1																																	
12056	WorldNpc00380	1		hunter38392_1	12			1																																	
12057	monm082200	8		hunter38392_2	12																																				
12059	monc022100	8		hunter38400	13																																				
12060	WorldNpc08830	1		hunter38403	13			1																																	
12061	WorldNpc10016	1		hunter38412_1	16			1																																	
12062	monc041200	8		hunter38412_2	16																																				
12063	WorldNpc10018	1		hunter38419	16			1																																	
12064	WorldNpc00381	1		hunter38423	12			1																																	
12065	WorldNpc08833	1		hunter38426	13			1																																	
12066	WorldNpc02519	1		hunter38507	9			1																																	
12067	monrf050100	1		hunter38437	22		1																																		
12068	monrf050200	4		hunter38438	22		1																																		
12069	monrf052000	1		hunter38443	22		1																																		
12070	WorldNpc09201	1		hunter38450	2			1																																	
12071	WorldNpc09401	1		hunter38454	2			1																																	
12072	WorldNpc05043	1		hunter38460	24			1																																	
12075	monrc010100	6		hunter38473	14		1																																		
12076	WorldNpc01457	1		hunter38478	14			1																																	
12077	monf045100	6		hunter38533	21																																				
12078	WorldNpc05797	1		hunter38549	21			1																																	
12079	WorldNpc05798	1		hunter38551	21			1																																	
12080	WorldNpc05794	1		hunter38556	21			1																																	
12081	monf045300	3		hunter38562	21																																				
12083	monf045300	6		hunter38573	21																																				
12084	WorldNpc05799	1		hunter38574	21			1																																	
12085	monm051500	8		hunter38488	9																																				
12086	WorldNpc02510	1		hunter38490	9			1																																	
12087	monrm050700	1		hunter38498	9		1																																		
12088	monm051200	8		hunter38521	9																																				
12089	monrm050300	1		hunter38524	9		1																																		
12090	monrm050400	1		hunter38526	9		1																																		
12091	monrv021700	4		hunter38283	2		1																																		
12092	WorldNpc01617	1		hunter38330	14			1																																	
12093	monrc024001	1		hunter38374_2	13		1																																		
12094	monrc025000	1		hunter38374_3	13		1																																		
12095	monrc025001	1		hunter38374_4	13		1																																		
12096	monrc043100	1		hunter38215_1	16		1																																		
12097	monrc043200	2		hunter38215_2	16		1																																		
12098	monrc043300	2		hunter38215_3	16		1																																		
12099	monrf070200	2		hunter38458_1	24		1																																		
12100	monrf070300	3		hunter38458_2	24		1																																		
12101	WorldNpc00377	1		hunter38118	12			1																																	
12102	monrc010600	3		hunter38471	14		1																																		
12103	monrf041200	1		hunter38566_1	21		1																																		
12104	monrf041300	3		hunter38566_2	21		1																																		
