STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING														
ID	NpcID	contextId	titleId	LeaveTextID	LeaveResult	TrackInfoID	SceneID	TaskID														
7000	WorldNpc03312	story_46003_1	storymenu_46003_1	9607	0	storyinfo_46003	7															
7000	WorldNpc03312	story_46003_2	storymenu_46003_2	9607	0	storyinfo_46003	7															
7001	WorldNpc03312	story_46009_1	storymenu_46009_1	9607	0	storyinfo_46009	7															
7001	WorldNpc03312	story_46009_2	storymenu_46009_2	9607	0	storyinfo_46009	7															
7002	WorldNpc03372	story_46014_1	storymenu_46014_1	9607	0	storyinfo_46014	7															
7002	WorldNpc03372	story_46014_2	storymenu_46014_2	9607	0	storyinfo_46014	7															
7003	WorldNpc03305	story_46017_1	storymenu_46017_1	9607	0	storyinfo_46017	7															
7003	WorldNpc03305	story_46017_2	storymenu_46017_2	9607	0	storyinfo_46017	7															
7004	WorldNpc03372	story_46025_1	storymenu_46025_1	9607	0	storyinfo_46025	7															
7004	WorldNpc03372	story_46025_2	storymenu_46025_2	9607	0	storyinfo_46025	7															
7005	WorldNpc03373	story_46029_1	storymenu_46029_1	9607	0	storyinfo_46029	7															
7005	WorldNpc03373	story_46029_2	storymenu_46029_2	9607	0	storyinfo_46029	7															
7006	WorldNpc03335	story_46032_1	storymenu_46032_1	9607	0	storyinfo_46032	7															
7006	WorldNpc03335	story_46032_2	storymenu_46032_2	9607	0	storyinfo_46032	7															
7007	WorldNpc03421	story_46041_1	storymenu_46041_1	9607	0	storyinfo_46041	7															
7007	WorldNpc03421	story_46041_2	storymenu_46041_2	9607	0	storyinfo_46041	7															
7008	WorldNpc03313	story_46048_1	storymenu_46048_1	9607	0	storyinfo_46048	7															
7008	WorldNpc03313	story_46048_2	storymenu_46048_2	9607	0	storyinfo_46048	7															
7009	WorldNpc03305	story_46049_1	storymenu_46049_1	9607	0	storyinfo_46049	7															
7009	WorldNpc03305	story_46049_2	storymenu_46049_2	9607	0	storyinfo_46049	7															
7010	WorldNpc03305	story_46052_1	storymenu_46052_1	9607	0	storyinfo_46052	7															
7010	WorldNpc03305	story_46052_2	storymenu_46052_2	9607	0	storyinfo_46052	7															
7011	WorldNpc03444	story_46056_1	storymenu_46056_1	9607	0	storyinfo_46056	7															
7011	WorldNpc03444	story_46056_2	storymenu_46056_2	9607	0	storyinfo_46056	7															
7012	WorldNpc03421	story_46062_1	storymenu_46062_1	9607	0	storyinfo_46062	7															
7012	WorldNpc03421	story_46062_2	storymenu_46062_2	9607	0	storyinfo_46062	7															
7013	WorldNpc03445	story_46064_1	storymenu_46064_1	9607	0	storyinfo_46064	7															
7013	WorldNpc03445	story_46064_2	storymenu_46064_2	9607	0	storyinfo_46064	7															
7014	WorldNpc03421	story_46070_1	storymenu_46070_1	9607	0	storyinfo_46070	7															
7014	WorldNpc03421	story_46070_2	storymenu_46070_2	9607	0	storyinfo_46070	7															
7015	WorldNpc03447	story_46073_1	storymenu_46073_1	9607	0	storyinfo_46073	7															
7015	WorldNpc03447	story_46073_2	storymenu_46073_2	9607	0	storyinfo_46073	7															
7016	WorldNpc03445	story_46075_1	storymenu_46075_1	9607	0	storyinfo_46075	7															
7016	WorldNpc03445	story_46075_1	storymenu_46075_2	9607	0	storyinfo_46075	7															
7017	WorldNpc03305	story_46082_1	storymenu_46082_1	9607	0	storyinfo_46082	7															
7017	WorldNpc03305	story_46082_2	storymenu_46082_2	9607	0	storyinfo_46082	7															
7018	WorldNpc03444	story_46086_1	storymenu_46086_1	9607	0	storyinfo_46086	7															
7018	WorldNpc03444	story_46086_2	storymenu_46086_2	9607	0	storyinfo_46086	7															
7019	WorldNpc03316	story_46098_1	storymenu_46098_1	9607	0	storyinfo_46098	7															
