STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING														
ID	NpcID	contextId	titleId	LeaveTextID	LeaveResult	TrackInfoID	SceneID	TaskID														
8001	WorldNpc03826	story_48001_1	storymenu_48001_1	9607	0	storyinfo_48001	8															
8001	WorldNpc03826	story_48001_2	storymenu_48001_2	9607	0	storyinfo_48001	8															
8001	WorldNpc03826	story_48001_3	storymenu_48001_3	9607	0	storyinfo_48001	8															
8002	WorldNpc03810	story_48002_1	storymenu48002_1	9607	0	storyinfo_48002	8															
8002	WorldNpc03810	story_48002_2	storymenu48002_2	9607	0	storyinfo_48002	8															
8002	WorldNpc03810	story_48002_3	storymenu48002_3	9607	0	storyinfo_48002	8															
8003	WorldNpc03810	story_48008_1	storymenu_48008_1	9607	0	storyinfo_48008	8															
8003	WorldNpc03810	story_48008_2	storymenu_48008_2	9607	0	storyinfo_48008	8															
8004	WorldNpc03856	story_48018_1	storymenu48018_1	9607	0	storyinfo_48018	8															
8004	WorldNpc03856	story_48018_2	storymenu48018_2	9607	0	storyinfo_48018	8															
8005	WorldNpc03810	story_48024_1	storymenu48024_1	9607	0	storyinfo_48024	8															
8005	WorldNpc03810	story_48024_2	storymenu48024_2	9607	0	storyinfo_48024	8															
8006	WorldNpc03858	story_48030_1	storymenu48030_1	9607	0	storyinfo_48030	8															
8007	WorldNpc03858	story_48030_2	storymenu48030_2	9607	0	storyinfo_48030	8															
8008	WorldNpc03928	story_48061_1	storymenu48061_1	9607	0	storyinfo_48061	8															
8008	WorldNpc03928	story_48061_2	storymenu48061_2	9607	0	storyinfo_48061	8															
8009	WorldNpc03928	story_48066_1	storymenu48066_1	9607	0	storyinfo_48066	8															
8009	WorldNpc03928	story_48066_2	storymenu48066_2	9607	0	storyinfo_48066	8															
8010	WorldNpc03809	story_48071_1	storymenu48071_1	9607	0	storyinfo_48071	8															
8010	WorldNpc03809	story_48071_2	storymenu48071_2	9607	0	storyinfo_48071	8															
8011	WorldNpc03809	story_48076_1	storymenu48076_1	9607	0	storyinfo_48076	8															
8011	WorldNpc03809	story_48076_2	storymenu48076_2	9607	0	storyinfo_48076	8															
8012	WorldNpc03811	story_48134_1	storymenu48134_1	9607	0	storyinfo_48134	8															
8012	WorldNpc03811	story_48134_2	storymenu48134_2	9607	0	storyinfo_48134	8															
8013	WorldNpc03822	story_48143_1	storymenu48143_1	9607	0	storyinfo_48143	8															
8013	WorldNpc03822	story_48143_2	storymenu48143_2	9607	0	storyinfo_48143	8															
8014	WorldNpc09602	story_48150_1	storymenu48150_1	9607	0	storyinfo_48150	17															
8014	WorldNpc09602	story_48150_2	storymenu48150_2	9607	0	storyinfo_48150	17															
8015	WorldNpc09815	story_48167_1	storymenu48167_1	9607	0	storyinfo_48167	17															
8015	WorldNpc09815	story_48167_2	storymenu48167_2	9607	0	storyinfo_48167	17															
8016	WorldNpc03825	story_48174_1	storymenu48174_1	9607	0	storyinfo_48174	8															
8016	WorldNpc03825	story_48174_2	storymenu48174_2	9607	0	storyinfo_48174	8															
8017	WorldNpc03930	story_48084_1	storymenu481084_1	9607	0	storyinfo_48084	8															
8017	WorldNpc03930	story_48084_2	storymenu481084_2	9607	0	storyinfo_48084	8															
8018	WorldNpc05105	story_48100_1	storymenu48100_1	9607	0	storyinfo_48100	24															
8018	WorldNpc05105	story_48100_2	storymenu48100_2	9607	0	storyinfo_48100	24															
8019	WorldNpc05105	story_48109_1	storymenu48109_1	9607	0	storyinfo_48109	24															
8019	WorldNpc05105	story_48109_2	storymenu48109_2	9607	0	storyinfo_48109	24															
8020	WorldNpc05103	story_48115_1	storymenu48115_1	9607	0	storyinfo_48115	24															
8020	WorldNpc05103	story_48115_2	storymenu48115_2	9607	0	storyinfo_48115	24															
8021	WorldNpc05108	story_48128_1	storymenu48128_1	9607	0	storyinfo_48128	24															
8021	WorldNpc05108	story_48128_2	storymenu48128_2	9607	0	storyinfo_48128	24															
8022	WorldNpc04013	story_48192_1	storymenu48192_1	9607	0	storyinfo_48192	8															
8022	WorldNpc04013	story_48192_2	storymenu48192_2	9607	0	storyinfo_48192	8															
8023	WorldNpc04008	story_48212_1	storymenu48212_1	9607	0	storyinfo_48212	8															
8023	WorldNpc04008	story_48212_2	storymenu48212_2	9607	0	storyinfo_48212	8															
8024	WorldNpc04086	story_48219_1	storymenu48219_1	9607	0	storyinfo_48219	8															
8024	WorldNpc04086	story_48219_2	storymenu48219_2	9607	0	storyinfo_48219	8															
8025	WorldNpc03808	story_48230_1	storymenu48230_1	9607	0	storyinfo_48230	8															
8025	WorldNpc03808	story_48230_2	storymenu48230_2	9607	0	storyinfo_48230	8															
