STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING														
ID	NpcID	contextId	titleId	LeaveTextID	LeaveResult	TrackInfoID	SceneID	TaskID														
9001	WorldNpc02201	story_50010_1	storymenu_50010_1	9607	0	story50010	9															
9001	WorldNpc02201	story_50010_2	storymenu_50010_2	9607	0	story50010	9															
9002	WorldNpc02247	story_50015_1	storymenu_50015_1	9607	0	story50015	9															
9002	WorldNpc02247	story_50015_2	storymenu_50015_2	9607	0	story50015	9															
9003	WorldNpc02247	story_50030_1	storymenu_50030_1	9607	0	story50030	9															
9003	WorldNpc02247	story_50030_2	storymenu_50030_2	9607	0	story50030	9															
9003	WorldNpc02247	story_50030_3	storymenu_50030_3	9607	0	story50030	9															
9004	WorldNpc02251	story_50035_1	storymenu_50035_1	9607	0	story50035	9															
9004	WorldNpc02251	story_50035_2	storymenu_50035_2	9607	0	story50035	9															
9004	WorldNpc02251	story_50035_3	storymenu_50035_3	9607	0	story50035	9															
9005	WorldNpc02244	story_50057_1	storymenu_50057_1	9607	0	story50057	9															
9005	WorldNpc02244	story_50057_2	storymenu_50057_2	9607	0	story50057	9															
9005	WorldNpc02244	story_50057_3	storymenu_50057_3	9607	0	story50057	9															
9006	WorldNpc02240	story_50069_1	storymenu_50069_1	9607	0	story50069	9															
9006	WorldNpc02240	story_50069_2	storymenu_50069_2	9607	0	story50069	9															
9007	WorldNpc02208	story_50075_1	storymenu_50075_1	9607	0	story50075	9															
9007	WorldNpc02208	story_50075_2	storymenu_50075_2	9607	0	story50075	9															
9007	WorldNpc02208	story_50075_3	storymenu_50075_3	9607	0	story50075	9															
9008	WorldNpc02240	story_50082_1	storymenu_50082_1	9607	0	story50082	9															
9008	WorldNpc02240	story_50082_2	storymenu_50082_2	9607	0	story50082	9															
9008	WorldNpc02240	story_50082_3	storymenu_50082_3	9607	0	story50082	9															
9009	WorldNpc02240	story_50086_1	storymenu_50086_1	9607	0	story50086	9															
9009	WorldNpc02240	story_50086_2	storymenu_50086_2	9607	0	story50086	9															
9009	WorldNpc02240	story_50086_3	storymenu_50086_3	9607	0	story50086	9															
9010	WorldNpc02201	story_50091_1	storymenu_50091_1	9607	0	story50091	9															
9010	WorldNpc02201	story_50091_2	storymenu_50091_2	9607	0	story50091	9															
9010	WorldNpc02201	story_50091_3	storymenu_50091_3	9607	0	story50091	9															
9011	WorldNpc02231	story_50103_1	storymenu_50103_1	9607	0	story50103	9															
9011	WorldNpc02231	story_50103_2	storymenu_50103_2	9607	0	story50103	9															
9012	WorldNpc02230	story_50112_1	storymenu_50112_1	9607	0	story50112	9															
9012	WorldNpc02230	story_50112_2	storymenu_50112_2	9607	0	story50112	9															
9013	WorldNpc02230	story_50135_1	storymenu_50135_1	9607	0	story50135	9															
9013	WorldNpc02230	story_50135_2	storymenu_50135_2	9607	0	story50135	9															
9014	WorldNpc02210	story_50149_1	storymenu_50149_1	9607	0	story50149	9															
9014	WorldNpc02210	story_50149_2	storymenu_50149_2	9607	0	story50149	9															
9015	WorldNpc09620	story_50177_1	storymenu_50177_1	9607	0	story50177	17															
9015	WorldNpc09620	story_50177_2	storymenu_50177_2	9607	0	story50177	17															
9015	WorldNpc09620	story_50177_3	storymenu_50177_3	9607	0	story50177	17															
9016	WorldNpc09809	story_50181_1	storymenu_50181_1	9607	0	story50181	17															
9016	WorldNpc09809	story_50181_2	storymenu_50181_2	9607	0	story50181	17															
9017	WorldNpc02209	story_50194_1	storymenu_50194_1	9607	0	story50194	9															
9017	WorldNpc02209	story_50194_2	storymenu_50194_2	9607	0	story50194	9															
9018	WorldNpc02209	story_50237_1	storymenu_50237_1	9607	0	story50237	9															
9018	WorldNpc02209	story_50237_2	storymenu_50237_2	9607	0	story50237	9															
9020	WorldNpc05805	story_50278_1	storymenu_50278_1	9607	0	story50278	21															
9020	WorldNpc05805	story_50278_2	storymenu_50278_2	9607	0	story50278	21															
9020	WorldNpc05805	story_50278_3	storymenu_50278_3	9607	0	story50278	21															
9021	WorldNpc02207	story_50293_1	storymenu_50293_1	9607	0	story50293	9															
9021	WorldNpc02207	story_50293_2	storymenu_50293_2	9607	0	story50293	9															
9021	WorldNpc02207	story_50293_3	storymenu_50293_3	9607	0	story50293	9															
9021	WorldNpc02207	story_50293_4	storymenu_50293_4	9607	0	story50293	9															
9022	WorldNpc10023	story_50301_1	storymenu_50301_1	9607	0	story50301	16															
9022	WorldNpc10023	story_50301_2	storymenu_50301_2	9607	0	story50301	16															
9022	WorldNpc10023	story_50301_3	storymenu_50301_3	9607	0	story50301	16															
9023	WorldNpc10029	story_50313_1	storymenu_50313_1	9607	0	story50313	16															
9023	WorldNpc10029	story_50313_2	storymenu_50313_2	9607	0	story50313	16															
9023	WorldNpc10029	story_50313_3	storymenu_50313_3	9607	0	story50313	16															
9024	WorldNpc10031	story_50319_1	storymenu_50319_1	9607	0	story50319	16															
9024	WorldNpc10031	story_50319_2	storymenu_50319_2	9607	0	story50319	16															
9024	WorldNpc10031	story_50319_3	storymenu_50319_3	9607	0	story50319	16															
9025	WorldNpc10004	story_50321_1	storymenu_50321_1	9607	0	story50321	16															
9025	WorldNpc10004	story_50321_2	storymenu_50321_2	9607	0	story50321	16															
9025	WorldNpc10004	story_50321_3	storymenu_50321_3	9607	0	story50321	16															
9026	WorldNpc03418	story_50386_1	storymenu_50386_1	9607	0	story50386	7															
9026	WorldNpc03418	story_50386_2	storymenu_50386_2	9607	0	story50386	7															
9026	WorldNpc03418	story_50386_3	storymenu_50386_3	9607	0	story50386	7															
9027	WorldNpc02208	story_50481_1	storymenu_50481_1	9607	0	story50481	9															
9027	WorldNpc02208	story_50481_2	storymenu_50481_2	9607	0	story50481	9															
9028	WorldNpc06617	story_50499_1	storymenu_50499_1	9607	0	story50499	20															
9028	WorldNpc06617	story_50499_2	storymenu_50499_2	9607	0	story50499	20															
9029	WorldNpc02431	story_50524_1	storymenu_50524_1	9607	0	story50524	9															
9029	WorldNpc02431	story_50524_2	storymenu_50524_2	9607	0	story50524	9															
9030	WorldNpc02224	story_50555_1	storymenu_50555_1	9607	0	story50555	9															
9030	WorldNpc02224	story_50555_2	storymenu_50555_2	9607	0	story50555	9															
9031	WorldNpc02205	story_50559_1	storymenu_50559_1	9607	0	story50559	9															
9031	WorldNpc02205	story_50559_2	storymenu_50559_2	9607	0	story50559	9															
9032	WorldNpc02906	story_50344_1	storymenu_50344_1	9607	0	story50344	10															
9032	WorldNpc02906	story_50344_2	storymenu_50344_2	9607	0	story50344	10															
9033	WorldNpc02644	story_50349_1	storymenu_50349_1	9607	0	story50349	10															
9033	WorldNpc02644	story_50349_2	storymenu_50349_2	9607	0	story50349	10															
9034	funnpcclone001015	story_2042_0	story_2042_1	9607	0	task_TrackInfo_2042																
9034	funnpcclone001015	story_2042_2	story_2042_3	9607	0	task_TrackInfo_2042																
9034	funnpcclone001015	story_2042_0	story_2042_1	9607	0	task_TrackInfo_2042																
9034	funnpcclone001015	story_2042_2	story_2042_3	9607	0	task_TrackInfo_2042																
