STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING														
ID	NpcID	contextId	titleId	LeaveTextID	LeaveResult	TrackInfoID	SceneID	TaskID														
12001	WorldNpc00457	story_38049_1	storymenu_38049_1	9607	0	task_TrackInfo_38049	12															
12001	WorldNpc00457	story_38049_2	storymenu_38049_2	9607	0	task_TrackInfo_38049	12															
12001	WorldNpc00457	story_38049_3	storymenu_38049_3	9607	0	task_TrackInfo_38049	12															
12002	WorldNpc00212	story_38054_1	storymenu_38054_1	9607	0	task_TrackInfo_38054	12															
12002	WorldNpc00212	story_38054_2	storymenu_38054_2	9607	0	task_TrackInfo_38054	12															
12002	WorldNpc00212	story_38054_3	storymenu_38054_3	9607	0	task_TrackInfo_38054	12															
12003	WorldNpc00372	story_38099_1	storymenu_38099_1	9607	0	task_TrackInfo_38099	12															
12003	WorldNpc00372	story_38099_2	storymenu_38099_2	9607	0	task_TrackInfo_38099	12															
12004	WorldNpc00201	story_38109_1	storymenu_38109_1	9607	0	task_TrackInfo_38109	12															
12004	WorldNpc00201	story_38109_2	storymenu_38109_2	9607	0	task_TrackInfo_38109	12															
12005	WorldNpc00272	story_38114_1	storymenu_38114_1	9607	0	task_TrackInfo_38114	12															
12005	WorldNpc00272	story_38114_2	storymenu_38114_2	9607	0	task_TrackInfo_38114	12															
12006	WorldNpc00212	story_38133_1	storymenu_38133_1	9607	0	task_TrackInfo_38133	12															
12006	WorldNpc00212	story_38133_2	storymenu_38133_2	9607	0	task_TrackInfo_38133	12															
12007	WorldNpc00206	story_38150_1	storymenu_38150_1	9607	0	task_TrackInfo_38150	12															
12007	WorldNpc00206	story_38150_2	storymenu_38150_2	9607	0	task_TrackInfo_38150	12															
12007	WorldNpc00206	story_38150_3	storymenu_38150_3	9607	0	task_TrackInfo_38150	12															
12008	WorldNpc06609	story_38187_1	storymenu_38187_1	9607	0	task_TrackInfo_38187	20															
12008	WorldNpc06609	story_38187_2	storymenu_38187_2	9607	0	task_TrackInfo_38187	20															
12008	WorldNpc06609	story_38187_3	storymenu_38187_3	9607	0	task_TrackInfo_38187	20															
12009	WorldNpc10001	story_38202_1	storymenu_38202_1	9607	0	task_TrackInfo_38202	16															
12009	WorldNpc10001	story_38202_2	storymenu_38202_2	9607	0	task_TrackInfo_38202	16															
12010	WorldNpc10003	story_38208_1	storymenu_38208_1	9607	0	task_TrackInfo_38208	16															
12010	WorldNpc10003	story_38208_2	storymenu_38208_2	9607	0	task_TrackInfo_38208	16															
12010	WorldNpc10003	story_38208_3	storymenu_38208_3	9607	0	task_TrackInfo_38208	16															
12011	WorldNpc10005	story_38214_1	storymenu_38214_1	9607	0	task_TrackInfo_38214	16															
12011	WorldNpc10005	story_38214_2	storymenu_38214_2	9607	0	task_TrackInfo_38214	16															
12011	WorldNpc10005	story_38214_3	storymenu_38214_3	9607	0	task_TrackInfo_38214	16															
12012	WorldNpc10006	story_38217_1	storymenu_38217_1	9607	0	task_TrackInfo_38217	16															
12012	WorldNpc10006	story_38217_2	storymenu_38217_2	9607	0	task_TrackInfo_38217	16															
12012	WorldNpc10006	story_38217_3	storymenu_38217_3	9607	0	task_TrackInfo_38217	16															
12013	WorldNpc10010	story_38227_1	storymenu_38227_1	9607	0	task_TrackInfo_38227	16															
12013	WorldNpc10010	story_38227_2	storymenu_38227_2	9607	0	task_TrackInfo_38227	16															
12013	WorldNpc10010	story_38227_3	storymenu_38227_3	9607	0	task_TrackInfo_38227	16															
12014	WorldNpc10019	story_38237_1	storymenu_38237_1	9607	0	task_TrackInfo_38237	16															
12014	WorldNpc10019	story_38237_2	storymenu_38237_2	9607	0	task_TrackInfo_38237	16															
12014	WorldNpc10019	story_38237_3	storymenu_38237_3	9607	0	task_TrackInfo_38237	16															
12014	WorldNpc10019	story_38237_4	storymenu_38237_4	9607	0	task_TrackInfo_38237	16															
12015	WorldNpc00351	story_38241_1	storymenu_38241_1	9607	0	task_TrackInfo_38241	12															
12016	WorldNpc00212	story_38272_1	storymenu_38272_1	9607	0	task_TrackInfo_38272	12															
12016	WorldNpc00212	story_38272_2	storymenu_38272_2	9607	0	task_TrackInfo_38272	12															
12016	WorldNpc00212	story_38272_3	storymenu_38272_3	9607	0	task_TrackInfo_38272	12															
12017	WorldNpc09301	story_38285_1	storymenu_38285_1	9607	0	task_TrackInfo_38285	2															
12017	WorldNpc09301	story_38285_2	storymenu_38285_2	9607	0	task_TrackInfo_38285	2															
12018	WorldNpc00232	story_38290_1	storymenu_38290_1	9607	0	task_TrackInfo_38290	12															
12018	WorldNpc00232	story_38290_2	storymenu_38290_2	9607	0	task_TrackInfo_38290	12															
12019	WorldNpc01390	story_38314_1	storymenu_38314_1	9607	0	task_TrackInfo_38314	14															
12019	WorldNpc01390	story_38314_2	storymenu_38314_2	9607	0	task_TrackInfo_38314	14															
12020	WorldNpc01393	story_38326_1	storymenu_38326_1	9607	0	task_TrackInfo_38326	14															
