STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING														
ID	NpcID	contextId	titleId	LeaveTextID	LeaveResult	TrackInfoID	SceneID	TaskID														
11001	WorldNpc04413	story_36006_1	storymenu_36006_1	9607	0	storyinfo_36006	11															
11001	WorldNpc04413	story_36006_2	storymenu_36006_2	9607	0	storyinfo_36006	11															
11002	WorldNpc04401	story_36011_1	storymenu_36011_1	9607	0	storyinfo_36011	11															
11002	WorldNpc04401	story_36011_2	storymenu_36011_2	9607	0	storyinfo_36011	11															
11002	WorldNpc04401	story_36011_3	storymenu_36011_3	9607	0	storyinfo_36011	11															
11003	WorldNpc04803	story_36014_1	storymenu_36014_1	9607	0	storyinfo_36014	11															
11003	WorldNpc04803	story_36014_2	storymenu_36014_2	9607	0	storyinfo_36014	11															
11004	WorldNpc04802	story_36021_1	storymenu_36021_1	9607	0	storyinfo_36021	11															
11004	WorldNpc04802	story_36021_2	storymenu_36021_2	9607	0	storyinfo_36021	11															
11005	WorldNpc04430	story_36031_1	storymenu_36031_1	9607	0	storyinfo_36031	11															
11005	WorldNpc04430	story_36031_2	storymenu_36031_2	9607	0	storyinfo_36031	11															
11006	WorldNpc04401	story_36037_1	storymenu_36037_1	9607	0	storyinfo_36037	11															
11006	WorldNpc04401	story_36037_2	storymenu_36037_2	9607	0	storyinfo_36037	11															
11006	WorldNpc04401	story_36037_3	storymenu_36037_3	9607	0	storyinfo_36037	11															
11007	WorldNpc04401	story_36048_1	storymenu_36048_1	9607	0	storyinfo_36048	11															
11007	WorldNpc04401	story_36048_2	storymenu_36048_2	9607	0	storyinfo_36048	11															
11007	WorldNpc04401	story_36048_3	storymenu_36048_3	9607	0	storyinfo_36048	11															
11008	WorldNpc04405	story_36049_1	storymenu_36049_1	9607	0	storyinfo_36049	11															
11008	WorldNpc04405	story_36049_2	storymenu_36049_2	9607	0	storyinfo_36049	11															
11009	WorldNpc04419	story_36057_1	storymenu_36057_1	9607	0	storyinfo_36057	11															
11009	WorldNpc04419	story_36057_2	storymenu_36057_2	9607	0	storyinfo_36057	11															
11010	WorldNpc04404	story_36065_1	storymenu_36065_1	9607	0	storyinfo_36065	11															
11010	WorldNpc04404	story_36065_2	storymenu_36065_2	9607	0	storyinfo_36065	11															
11011	WorldNpc04401	story_36085_1	storymenu_36085_1	9607	0	storyinfo_36085	11															
11011	WorldNpc04401	story_36085_2	storymenu_36085_2	9607	0	storyinfo_36085	11															
11012	WorldNpc04401	story_36097_1	storymenu_36097_1	9607	0	storyinfo_36097	11															
11012	WorldNpc04401	story_36097_2	storymenu_36097_2	9607	0	storyinfo_36097	11															
11013	WorldNpc04562	story_36108_1	storymenu_36108_1	9607	0	storyinfo_36108	11															
11013	WorldNpc04562	story_36108_2	storymenu_36108_2	9607	0	storyinfo_36108	11															
11014	WorldNpc04560	story_36131_1	storymenu_36131_1	9607	0	storyinfo_36131	11															
11014	WorldNpc04560	story_36131_2	storymenu_36131_2	9607	0	storyinfo_36131	11															
11015	WorldNpc04558	story_36135_1	storymenu_36135_1	9607	0	storyinfo_36135	11															
11015	WorldNpc04558	story_36135_2	storymenu_36135_2	9607	0	storyinfo_36135	11															
11016	WorldNpc04561	story_36137_1	storymenu_36137_1	9607	0	storyinfo_36137	11															
11016	WorldNpc04561	story_36137_2	storymenu_36137_2	9607	0	storyinfo_36137	11															
11017	WorldNpc04813	story_36145_1	storymenu_36145_1	9607	0	storyinfo_36145	11															
11017	WorldNpc04813	story_36145_2	storymenu_36145_2	9607	0	storyinfo_36145	11															
